,Unigene ID,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDAN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8226,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H322M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
345904,Hs.370725,-0.307,0.108,0.191,-0.158,-0.525,1.131,1.403,-0.392,-0.202,0.308,0.123,-0.869,0,-1.174,-1.434,-0.183,0.369,0.865,0.231,1.59,-0.831,-1.13,0.527,-1.986,-0.465,0.129,-2.566,-0.222,0.978,1.274,0.835,0.759,1.211,1.251,0.341,-0.577,1.195,-0.442,0.048,1.052,0.149,1.685,-0.763,0.541,-0.315,-0.251,0.83,-0.34,-0.363,0.725,0.887,1.375,-1.564,0.211,0.577,-0.136,0.513,-0.326,0.664,0.039
346027,Hs.116448,-0.884,-0.509,-0.694,-0.623,-0.268,-0.566,0.184,-0.459,0.184,0.147,0.142,0.407,-0.373,-0.493,-0.594,2.375,-0.366,0.176,0.807,-0.094,-0.559,0.3,-0.543,-1.608,0.082,-0.029,-0.239,-0.424,-0.71,0.594,-0.297,0.56,-0.168,1.043,0.804,-0.765,0.842,-0.055,-0.957,-0.449,0.477,-0.718,-0.036,0.894,1.92,0.049,0.096,1.055,-0.944,1.655,1.753,-0.25,-0.569,1.761,2.168,2.331,1.255,-2.629,1.639,0.768
346334,Hs.534262,-1.094,0.055,-0.53,-0.339,-0.512,-0.479,-0.463,-1.345,-0.852,0.119,-0.034,-1.488,-0.702,-1.803,2.426,0.988,0.249,0.707,-0.383,1.119,0.671,-1.277,-1.841,-1.379,-1.954,-1.578,-0.471,-1.177,-0.385,-0.5,-0.974,-0.209,-0.692,-1.101,-0.084,0.219,0.348,-0.108,1.588,0.79,-0.157,-0.34,-1.084,-0.541,-0.526,-1.028,-0.41,0.033,-0.773,-0.011,-0.324,-0.562,-1.128,-0.338,-0.318,-0.705,-0.305,-2.401,-0.641,0.097
346902,Hs.499453,-0.204,-2.107,0.559,1.338,-1.348,-0.686,-0.486,0.106,-1.025,-1.076,-0.491,-0.628,-1.515,-0.625,0.021,0.059,-0.225,0.897,0.841,-0.222,1.39,0.183,0.863,0.246,0.396,-0.057,-0.342,-0.392,-0.151,-1.032,-0.806,-0.75,-1.239,-0.844,-1.876,-0.439,-0.093,-0.812,-0.39,-0.648,0.053,1.001,-0.691,-0.701,-0.409,0.149,-0.031,0.134,0.609,0.351,0.295,0.177,-0.212,-0.159,0.014,0.449,-0.121,-0.71,-0.059,-0.4
347501,Hs.289052,0.135,0.501,1.005,0.27,0.525,2.442,1.776,0.936,0.23,-0.071,0.01,0.011,0.225,-0.087,0.241,-0.074,-0.11,-0.032,0.056,-0.062,0.514,-0.11,0.408,0.574,0.45,0.685,-0.636,0.066,1.796,1.367,0.867,2.07,3.477,2.975,0.428,-0.113,-0.038,0.268,0.393,0.24,0.12,0.471,-0.081,0.29,0.422,-0.115,0.168,0.018,0.317,0.55,-0.134,0.369,0.193,0.088,0.082,0.28,0.43,0.175,0.321,0.391
357551,Hs.437008,-0.017,0.047,1.451,-1.038,-0.111,-0.103,0.199,-0.302,-0.575,0.171,-0.032,-0.232,0.424,-0.524,0.348,-0.029,0.055,-0.187,0.665,0.349,-1.535,-1.865,-2.095,0.173,-2.7,-1.201,-1.949,-0.763,0.175,-0.991,-0.817,-0.64,-0.008,-0.497,0.558,-0.315,0.499,-0.741,0.622,-1.151,0.038,0.218,-0.234,-0.604,0.066,-0.108,0.806,-0.623,-0.35,-0.299,0.049,0.811,-2.065,0.08,-0.32,-1.047,-0.742,-1.164,-0.846,-0.66
358754,Hs.18069,0.821,1.8,0.032,0.507,-0.341,0.102,0.441,0.223,0.152,-1.311,0.558,-0.707,1.086,-0.369,0.709,0.824,-0.386,-0.417,0.477,0.625,-0.337,-0.76,-2.085,-2.476,-1.074,2.637,-2.304,-0.294,-0.432,0.456,1.268,-0.283,0.296,0.17,1.48,-0.079,0.253,-0.524,0.844,0.436,0.709,0.745,0.269,-0.201,0.356,0.338,0.598,0.94,0.321,0.4,0.443,0.283,1.233,-0.547,0.773,-0.341,0.648,1.059,0.997,0.679
359665,Hs.221873,-0.107,-0.466,-0.469,-0.915,-0.619,1.653,1.835,0.151,-1.116,-0.056,0.01,-0.442,0.517,-0.442,-0.479,-0.025,0.037,0.055,-2.072,-0.26,-0.01,1.45,0.719,0.08,1.945,0.375,0.575,0.397,0.788,-0.2,0.679,1.168,0.204,0.449,0.878,-0.158,-0.403,-0.219,0.262,-0.51,0.059,-0.011,-0.101,-0.318,-0.162,0.231,0.317,-0.214,-0.246,-0.114,-0.253,0.777,0.078,-0.189,-0.566,-0.494,-0.496,-2.301,-0.153,0.031
360233,Hs.368944,-2.18,1.25,-2.729,-0.226,-1.932,0.071,0.2,-0.921,0.228,0.447,1.513,0.463,1.22,0.348,-0.726,-1.027,-1.387,-1.004,-1.906,-0.845,-1.406,-0.295,-0.922,-1.131,-1.57,-0.536,-2.104,-0.049,0.432,0.663,0.258,1.447,0.526,0.809,1.083,-0.588,-1.527,1.108,-0.555,-0.588,-0.217,-1.524,-0.057,0.334,-0.775,0.05,0.738,-1.378,0.163,0.962,-0.426,0.09,-0.097,0.918,-0.303,-0.471,0.566,-1.726,-1.084,0.872
362471,Hs.77890,-2.552,-1.211,-1.159,-1.215,-3.152,-4.519,-4.792,-2.801,-0.888,0.447,-4.021,-0.672,1.548,-0.332,-3.084,-2.655,-3.804,-4.273,-4.954,-3.199,-4.294,-3.356,-2.581,-3.364,0.87,-2.289,-4.585,-0.883,-3.176,-3.294,-1.245,-2.423,-3.964,-2.903,0.727,-1.767,-3.847,-3.052,-1.82,0.571,-1.675,-2.797,-2.056,-1.606,-2.415,2.858,0.397,-0.267,-1.344,1.995,-2.202,-1.479,-0.228,2.103,-0.389,0.914,0.574,-1.472,-0.064,-2.671
363103,Hs.434953,-0.068,-0.706,0.763,0.888,0.48,-0.55,-0.625,-0.906,0.316,-0.255,-0.741,0.566,-0.783,-0.129,-0.073,-0.009,0.683,1.121,-0.263,0.527,0.178,1.407,1.079,0.668,1.434,-0.246,-0.231,-0.41,-0.554,-0.667,-0.525,-0.853,-0.777,-0.946,-1.251,-0.66,-1.935,-0.2,-0.095,-0.411,0.129,-0.894,0.09,0.379,-0.233,-2.471,-1.213,0.41,0.241,0.387,1.327,0.061,-0.252,-0.612,-0.046,-0.461,-0.776,1.404,0.07,0.265
364477,Hs.479384,-2.342,0.642,-1.997,-2.035,-4.909,-3.748,-3.857,-2.284,-2.017,-0.119,-0.891,-1.362,-0.582,0.415,0.894,0.737,0.038,0.988,1.046,1.798,0.37,-3.703,-1.879,-0.216,-3.076,-0.602,0.504,-0.711,-0.932,-2.118,-3.116,-3.863,0.174,-2.393,-1.462,-0.489,0.255,1.569,-1.392,0.248,0.726,-1.471,0.053,-4.339,-0.188,-0.187,0.382,-1.359,-0.61,0.006,0.224,-0.252,-0.812,1.429,0.447,0.315,0.496,-1.661,1.031,-0.105
364431,Hs.26745,-1.278,0.044,1.212,0.909,0.627,-0.554,-0.599,0.306,-0.684,-0.81,-0.279,-2.95,-1.702,-0.362,0.897,0.641,0.715,1.042,1.159,0.239,1.728,0.382,0.69,-0.561,-1.708,0.784,1.163,-2.242,-0.653,-1.22,-2.733,-3.999,-3.274,-1.336,-0.402,0.22,-0.406,0.238,0.288,0.101,-0.198,0.71,1.184,0.709,0.783,0.574,0.207,1.185,0.652,0.768,0.887,0.995,-3.168,-2.186,-0.734,-0.226,-0.625,-0.773,-4.106,-1.305
364934,Hs.380277,-1.018,-2.32,-2.551,0.08,-2.579,-2.876,-2.642,-1.757,-0.205,-2.103,-0.826,-1.828,-0.948,-1.342,-1.821,-1.276,-1.271,-0.403,-0.293,-0.555,-1.996,0.678,-1.116,-0.477,-1.519,-0.866,-1.281,-0.506,0.073,0.175,-0.251,0.343,-0.418,-0.408,-1.083,1.102,0.454,2.479,-0.853,-0.896,-0.112,-0.109,-0.821,-2.486,1.4,-1.581,-0.803,0.243,1.263,1.673,-0.974,-0.289,1.069,0.743,-0.266,1.275,-0.603,-0.673,0.282,-1.201
364929,Hs.470316,-0.254,1.604,-0.408,-0.151,-0.324,1.329,1.258,-0.771,-0.325,1.037,1.937,-0.115,0.352,0,-0.53,-0.033,-0.586,-0.683,-0.048,-0.157,-1.133,-1.227,-1.674,-0.352,-2.142,0.062,0.365,0.831,0.898,1.02,0.782,0.893,-0.305,0.972,1.549,0.169,0.03,0.325,0.173,-0.25,0.401,-0.721,0.653,-0.344,-1.011,-0.344,-0.451,0.327,0.003,0,-0.131,0.104,0.103,0.63,0.942,0.585,1.088,0.474,0.153,0.561
364730,Hs.513463,1.173,2.223,-0.74,-1.846,-3.897,1.378,1.669,2.811,-1.154,0.767,1.032,-2.166,-0.073,-0.007,-1.698,-0.519,-1.456,-1.281,-1.81,-0.361,-1.365,-1.617,-0.94,-2.553,-2.205,-1.075,-2.713,-2.204,0.792,-1.371,0.098,-1.372,0.629,-0.367,1.346,-0.384,-0.518,1.558,-1.708,-1.321,-0.318,-1.958,-1.5,-2.185,-1.504,-0.023,0.079,-1.689,-2.04,-0.428,-1.796,-0.169,-0.921,0.933,-0.617,-0.742,0.663,-3.123,-2.037,-2.201
364747,Hs.26890,0.55,0.955,1.187,0.178,-0.224,1.494,1.699,0.694,0.477,0.184,0.278,0.29,0.532,0.55,0.445,0.653,0.583,0.985,0.236,1.315,0.863,1.181,0.695,-0.34,0.867,-0.331,0.758,-0.362,1.336,0.28,-0.475,0.432,1.694,0.977,1.017,-0.004,0.898,-1.423,0.293,0.49,0.099,0.754,-0.12,0.383,0.589,-0.268,0.136,0.161,0.46,0.666,1.043,0.197,-0.04,-0.473,0.375,-0.138,-0.198,0.626,-0.348,-0.133
366981,Hs.48849,-0.353,-0.326,-2.761,-1.404,-1.151,-0.184,0.086,-0.369,-0.037,-0.482,-0.292,-0.542,-1.706,-0.301,-0.092,0.19,-0.202,-0.123,-0.047,-1.395,0.425,0.241,0.563,0.386,0.587,0.027,0.18,0.855,-0.111,-0.198,-2.84,-0.833,-0.013,0.535,0.267,-0.117,0.405,-0.126,0.716,0.176,-0.085,0.406,-0.833,-0.669,0.16,-0.109,0.254,-0.432,-1.706,0.088,0.113,1.218,-2.227,-0.416,0.049,-0.118,-0.904,-0.121,-0.356,0.195
366960,Hs.208846,-0.819,0.337,0.389,-1.515,0.397,-0.913,-0.791,-0.257,-0.674,-0.179,0.103,-1.079,0.783,-0.001,0.092,-0.23,-0.802,0.278,0.271,0.128,-0.989,-0.047,-1.913,-1.241,-0.178,-0.606,2.339,0.878,-1.191,-0.169,-0.03,-1.509,-1.48,-0.952,-0.751,-0.903,-1.005,-0.458,0.011,-0.171,-0.122,-0.07,0.608,0.754,-0.317,0.51,0.562,-0.14,-1.229,-0.032,-0.026,-0.495,-0.606,-1.703,-1.024,-1.623,-0.162,-1.212,-1.185,-0.575
366848,Hs.501080,-0.414,-1.429,-0.368,-0.159,-0.56,0.76,0.736,-0.282,-0.657,-0.061,0.816,1.113,-0.355,0.34,1.079,0.774,2.711,0.871,1.246,1.531,1.319,-0.307,-0.76,-0.925,-0.183,-0.111,-2.824,-0.062,-0.068,-0.216,-0.214,-0.318,-0.009,-0.369,-0.605,0.59,0.499,0.461,-0.339,1.514,0.266,0.44,-0.683,0.019,0.373,0.406,-0.073,1.868,0.393,1.079,0.528,0.258,-0.569,-0.167,-0.063,0.182,-0.173,-1.192,0.153,-0.303
376184,Hs.450230,0.26,0.634,-1.356,0.076,0.177,0.64,0.77,-1.469,1.275,0.236,0.102,0.406,1.148,-0.044,-1.018,-0.86,-0.096,-0.147,-1.47,-0.772,-0.665,2.301,-1.673,0.497,1.9,0.101,-0.143,-0.378,-0.468,0.831,0.6,0.574,0.746,0.176,1.334,-0.728,-0.161,0.512,-0.837,-0.239,-0.007,-0.345,0.028,0.315,-0.225,-0.684,0.129,-0.086,0.011,0.836,-0.572,-0.707,0.549,0.869,0.524,-0.163,1.161,-0.734,-0.311,0.049
381780,Hs.379414,1.058,0.298,-0.795,-0.954,-0.719,0.518,0.287,-0.751,-0.893,-0.063,-0.358,0.336,0.454,0.322,1.011,-0.031,0.395,1.284,0.678,0.532,0.849,2.599,-0.412,-0.085,2.478,0.336,1.736,-0.483,0.037,0.89,0.163,-0.055,0.558,-0.287,-0.197,1.11,0.109,-0.131,0.608,-0.586,0.075,0.347,0.325,-1.379,2.62,0.971,0.775,0.193,-0.449,0.668,0.899,0,-0.326,-0.055,0.226,0.107,-0.113,-0.659,0.697,-0.072
417287,Hs.171189,1.589,1.599,-1.069,-0.396,0.339,0.667,0.689,-0.275,-1.711,1.483,0.412,-2.472,0.193,-1.695,-0.276,0.797,0.021,-0.199,0.805,2.206,-0.232,-1.56,0.367,-1.206,-2.33,0.627,1.021,-0.496,0.978,-0.36,0.417,-0.325,0.031,0.022,1.547,0.044,1.303,-0.292,1.877,2.027,0.288,-2.185,0.537,0.932,-0.746,-0.077,-0.1,2.095,-0.68,0.225,-0.322,0.296,0.217,0.24,-0.126,1.107,0.306,-1.279,0.085,0.466
417008,Hs.286131,0.71,0.949,0.552,0.237,1.754,1.419,1.478,0.848,1.144,0.364,0.519,0.652,0.524,1.102,0.483,0.184,0.355,0.166,-0.197,0.033,0.641,0.182,-0.416,-0.618,-0.233,0.499,1.017,0.454,0.995,0.376,0.091,0.147,0.439,0.515,0.582,0.889,0.873,0.258,0.289,0.216,0.234,0.426,0.556,-0.019,0.204,-0.146,0.369,0.243,-0.013,-0.605,0.481,0.057,0.803,0.955,0.699,0.315,0.721,1.442,0.218,0.584
417357,,-0.637,0.958,-2.428,1.393,-1.172,-1.5,-1.553,-2.604,1.37,-0.388,1.235,-1.392,-0.335,-1.254,-2.991,-1.829,-1.654,-2.01,-3.826,-1.071,-2.64,-2.586,-3.31,-1.707,-2.843,-1.632,0.182,-0.016,-1.474,-2.024,-1.626,-2.465,-0.673,-1.215,-1.598,0.735,-0.209,2.129,-1.295,-1.493,-0.598,0.169,-0.968,-0.498,-0.383,-2.505,1.12,-0.495,2.421,0.147,0.46,-2.044,-0.467,1.189,1.188,0.02,1.72,0.319,1.631,1.871
417684,Hs.7367,0.867,0.442,0.12,0.745,0.387,0.446,0.882,1.407,2.099,0.506,0.535,0.856,0.878,0.801,0.412,0.522,0.824,0.359,0.159,0.187,0.534,1.541,-0.396,-2.297,1.079,-0.352,0.804,-0.304,0.623,0.368,-1.266,0.116,0.747,0.731,0.597,-0.095,1.201,0.246,0.855,0.653,0.325,1.374,0.891,-0.503,0.591,0,0.256,-2.124,0.515,0.891,1.261,0.954,0.281,-0.314,0.21,-0.681,-1.297,0.152,0.557,0.365
418280,Hs.4082,-0.816,-1.411,-0.607,0.542,-0.132,-1.055,-0.727,1.025,0.324,-0.1,-0.525,-0.044,-0.255,0.612,0.654,0.445,-0.298,1.609,1.331,0.202,1.061,0.498,0.818,0.479,-0.583,-0.315,1.456,-0.219,-0.717,0.814,-0.139,-0.453,-0.587,-0.126,-1.017,-0.037,-0.094,-0.318,1.341,1.113,1.482,0.062,0.459,0.65,-0.428,-0.01,0.322,1.029,0.508,0.264,0.147,-0.398,0.094,-0.701,0.372,0.845,0.476,-0.029,-0.229,0.109
428225,Hs.435811,0.796,0.163,0.207,0.627,0.057,0.627,0.418,-0.38,0.573,-0.547,0.16,0.726,-0.379,0.425,-0.261,-0.269,0.213,0.132,-0.732,0.284,-0.52,1.595,-0.009,1.689,0.614,0.394,0.818,-0.288,0.213,-0.428,-1.048,-0.706,-0.586,-0.401,-1.329,0.892,-0.211,-0.054,0.021,0.237,0.036,0.507,-0.984,-0.295,-0.167,-2.247,-0.504,-0.263,0.603,-0.689,0.744,-0.109,-1.426,-0.515,0.291,-0.209,-0.415,0.412,-0.572,-1.163
428756,Hs.148266,-0.908,-0.18,-0.009,-1.885,0.132,1.168,1.621,-0.964,-1.132,-0.012,0.017,1.416,0.081,1.526,-0.797,1.421,0.687,-0.115,0.549,1.044,0.224,-0.595,-0.217,-0.848,-3.355,-0.187,-3.622,-0.09,1.511,1.043,0.391,0.612,1.255,0.802,0.499,0.185,0.004,-1.667,0.5,1.159,1.055,-2.511,0.521,-0.21,-0.073,0.658,0.502,0.132,-2.151,-0.215,-0.531,0.515,-0.838,-0.013,-0.858,-0.326,-0.168,-0.576,-0.72,-0.688
428526,Hs.499886,-1.244,-0.948,-0.212,-1.679,-1.19,-0.254,-0.335,0.269,-1.845,-0.002,-0.24,0.55,2.049,-0.045,1.485,1.154,-0.179,1.035,0.196,0.819,-0.338,-2.787,-1.13,-3.102,-3.362,-0.582,-0.301,-0.2,-0.45,-0.041,0.932,-0.929,-0.212,-0.95,-1.007,2.025,0.077,0.684,0.221,1.891,0.961,-1.223,0.299,-1.209,-0.204,0.217,-0.392,0.023,-1.801,0.352,0.381,0.567,-1.1,0.268,-0.44,-1.255,-2.228,1.355,-0.616,-0.959
429117,,-1.306,-0.273,-0.995,0.357,-0.507,-1.403,-1.045,-0.771,-1.095,0.031,-0.117,0.568,0.123,0.271,0.251,-1.159,-0.574,-0.676,-1.536,-0.489,-0.294,-0.333,-0.292,1.606,-0.097,2.063,1.133,-0.642,-0.112,-0.486,0.239,-1.331,-1.104,-0.52,-1.056,-0.974,-0.803,-0.377,-0.441,0.066,2.822,-0.304,-0.709,1.488,-0.198,-0.741,0.05,-1.058,-0.21,-0.675,-0.096,-0.224,-0.521,-0.557,-0.046,0.695,-1.064,-0.776,-0.035,-0.261
429186,Hs.207631,0.343,1.53,-1.705,-0.8,0.843,-1.902,-1.606,-0.514,0.624,-0.797,-0.329,-0.73,-0.319,-0.371,2.007,0.672,-1.789,0.033,1.413,0.942,1.826,-0.923,-0.638,-0.963,-1.472,-1.529,-1.762,-0.875,-0.78,-0.755,-1.107,-1.422,-1.669,-1.688,-1.978,-0.333,-0.521,-0.551,-1.505,1.282,-0.244,-1.163,0.17,-0.22,-1.109,-0.007,-0.652,0.563,-1.14,-0.925,1.399,0.429,-1.231,-1.072,-0.587,-0.4,-0.32,-0.492,-1.216,-0.623
429389,Hs.8546,-0.378,1.116,1.732,-0.18,-0.786,-0.817,-0.279,1.242,-0.735,-0.21,-0.019,-1.386,0.042,-0.839,-0.213,-0.024,0.313,-0.174,-0.547,-0.583,-1.052,-0.26,-0.758,-2.21,-0.313,-0.639,-1.078,-1.546,-0.417,-0.718,-0.793,0.136,0.267,-0.296,-0.676,0.208,0.162,-0.838,0.069,0.747,2.208,0.902,-0.876,-1.286,-0.193,0.648,0.759,-0.721,-0.543,-0.675,-1.263,-1.373,-0.937,-0.756,-0.706,-0.629,-0.732,-0.55,-0.52,-1.16
429311,Hs.470457,-1.084,0.382,-2.076,-2.444,-2.719,-0.524,-0.381,-0.778,-1.592,-1.759,-1.835,-1.171,-1.686,-1.839,-2.127,-0.807,-2.393,-0.512,-0.622,-0.987,-2.977,-1.714,-2.583,-1.738,-3.671,-1.268,-1.294,-1.087,-0.655,-1.624,-1.502,-1.045,-1.258,-1.377,-1.581,-1.52,-1.947,2.454,-3.179,-0.763,-1.094,-2.025,-2.432,-5.249,1.966,-2.069,-0.582,-1.206,-1.883,-0.46,-1.779,-0.12,-0.197,-0.524,-1.596,-0.633,0.422,-2.17,0.29,-0.855
469290,Hs.467101,0.017,-0.783,1.552,0.262,0.309,1.929,2.514,1.352,-0.037,-0.177,-0.49,0.349,-0.162,-0.066,-0.142,0.229,-0.262,0.184,-0.504,-0.003,0.214,0.052,-0.202,-0.017,-0.379,0.462,-0.583,-0.18,0.801,1.343,1.713,1.599,2.322,1.847,0.55,0.398,0.453,-0.761,-0.047,0.543,0.484,1.646,-0.518,-1.254,0.27,0.656,0.587,0.862,-0.651,1.09,0.364,0.517,-0.498,0.191,-0.401,-0.198,-0.329,-0.895,-0.177,-0.683
469771,Hs.519523,-0.247,0.758,-0.072,0.309,0.637,-0.686,-0.508,-0.288,-0.136,1.033,0.931,-0.135,0.086,0.406,0.19,1.111,0.056,-0.065,0.571,0.089,-0.126,-2.565,-0.635,0.716,-3.009,-0.557,-2.291,0.216,-1.693,-0.169,0.236,0.602,0.312,-0.774,-0.193,-0.248,-0.251,0.267,-0.563,-0.548,-0.003,0.89,0.968,0.396,-1.309,-0.21,0.896,-0.77,0.421,0.59,0.507,0.383,0.56,-0.368,0.348,-0.015,0.561,0.753,0.178,0.315
470514,Hs.99195,-0.234,-0.376,0.528,-0.667,0.463,0.471,0.495,-0.46,-0.495,1.055,0.257,0.202,0.216,0.568,-0.38,0.284,0.728,0.838,1.054,0.433,0.878,0.155,0.238,-2.194,1.024,0.068,0.419,-0.039,1.02,0.123,0.655,0.538,1.225,0.315,0.279,0.02,-0.08,-0.03,1.475,2.179,0.525,1.579,-0.256,0.759,0.052,0.549,0.01,1.488,-0.775,0.7,0.188,0.291,0.534,-0.436,0.331,1.07,0.03,0.017,0.119,0.878
470553,,0.138,-0.08,-0.955,0.679,0.892,0.156,-0.286,0.209,0.745,0.191,1.198,0.493,0.458,0.421,0.611,0.031,-0.227,-0.187,-1.227,0.467,0.525,-1.046,-0.455,-0.497,-2.81,-0.631,-2.533,0.338,0.232,-0.716,-0.046,-0.423,0.049,-0.12,0.84,-0.26,-0.509,0.651,-1.344,0.273,-0.069,-0.182,0.55,1.283,0.562,-0.333,-0.05,0.654,1.198,0.795,0.519,0.304,1.025,1.396,0.858,0.266,1.202,0.537,0.852,1.6
470700,Hs.10862,0.635,0.016,-1.144,-0.872,-0.343,-0.079,-0.304,-0.155,0.332,-0.477,0.001,0.488,1.148,0.778,-3.25,-1.935,0.306,-0.083,-0.36,0.398,-0.488,-2.514,-0.326,-0.137,-2.702,-2.151,1.465,-0.878,0.276,-0.381,-1.018,1.11,-0.783,-0.703,0.11,-0.526,-1.741,-1.028,-0.531,0.114,-0.067,-1.317,-0.762,0.559,0.562,0.245,0.645,-0.797,-0.195,-0.348,0.215,0.856,1.682,-0.481,0.107,0.711,1.369,-0.898,1.857,0.223
471125,Hs.364941,-3.621,-4.566,-4.148,-3.542,-5.978,-3.915,-3.638,-4.478,-4.609,-3.458,-2.654,-4.035,-3.561,-3.654,-3.814,-3.564,-3.831,-3.731,-5.053,-3.516,-4.491,-4.706,-2.453,-2.72,-4.428,-3.009,-4.396,-3.011,-2.469,-3.211,-3.381,-2.883,-3.291,-3.015,-3.842,-3.121,-3.418,3.605,-4.494,-3.343,-3.278,-4.29,-4.498,-5.907,-3.611,-4.146,-3.116,-4.019,-4.508,-3.594,-3.538,-3.088,-3.599,-3.598,-3.076,-3.175,-3.61,-4.366,-4.949,-4.256
471110,Hs.151413,1.144,-0.278,0.487,0.89,1.693,-0.146,0.469,0.803,-0.377,0.064,0.291,0.381,0.18,0.631,-0.354,1.388,0.719,1.088,0.421,0.615,0.287,0.046,-0.174,-1.121,-0.524,-1.396,0.527,0.505,0.314,0.826,0.792,0.225,1.025,0.024,0.665,0.192,0.179,-0.831,0.855,1.402,0.484,0.011,0.16,0.651,0.44,1.636,0.36,0.672,0.144,0.094,0.737,0.348,0.664,0.14,0.033,0.342,0.514,0.473,0.763,0.772
471150,Hs.371720,-0.959,-0.812,-2.056,-1.236,-0.492,-2.208,-1.741,-0.879,-1.541,-0.612,-0.301,0.16,-0.411,-0.011,-0.006,-0.335,-1.309,0.334,-1.174,0.021,1.374,-2.904,0.73,-0.343,-1.577,1.118,-1.393,-0.31,-1.136,-1.614,-2.787,-1.856,-2.439,-0.897,-2.301,-1.762,0.274,-0.893,-1.454,-0.52,-0.179,-0.892,-1.707,-0.103,0.161,1.989,0.88,-0.704,-0.921,0.225,-0.875,-0.648,-0.089,-0.184,-0.242,-0.099,-0.045,-3.162,-0.2,-0.536
471744,Hs.268774,0.259,0.139,-1.099,-0.977,-3.416,0.018,0.283,-0.398,-0.192,0.731,0.311,-0.123,1.489,-0.454,2.101,-1.092,-1.262,-1.546,-1.979,0.308,-2.365,-1.787,-1.342,-0.672,0.359,0.165,1.492,-1.904,0.217,0.904,-0.109,0.026,-0.523,0.101,0.968,-0.372,0.508,-1.922,-0.66,0.294,-0.288,0.28,-1.405,-0.206,-1.915,-0.431,-0.251,0.283,-1.077,-0.598,-1.776,-0.773,0.349,0.064,-1.93,-1.138,0.544,-2.003,0.888,-1.654
472138,Hs.296323,1.636,0.491,-3.568,-1.249,-0.555,1.982,2.017,-2.576,0.24,0.091,-0.351,-0.96,-0.512,-0.651,-2.422,-2.009,-2.199,-2.605,-0.879,-1.296,-3.09,-2.948,-2.806,-2.505,-2.985,-1.206,-3.046,0.614,2.602,2.633,1.253,3.832,2.307,2.128,3.272,-1.058,1.103,2.935,2.241,-1.497,-0.205,-2.269,-0.664,-2.139,-0.328,-1.572,-2.343,-1.277,-0.848,-0.083,-1.529,-1.827,-0.654,-1.069,0.887,1.127,0.183,2.524,0.259,0.056
484686,Hs.433422,1.537,0.147,-0.248,0.365,1.205,-3.525,-2.052,-1.323,1.887,-0.761,0.143,-2.025,-0.302,-1.549,1.58,1.366,1.138,1.449,0.953,1.042,1.664,1.656,0.217,1.342,1.592,-0.778,-1.807,-0.805,-1.415,-0.932,-1.298,-0.605,-0.06,-1.646,-2.057,1.426,1.049,0.326,0.284,1.243,0.165,2.06,1.443,0.027,0.438,0.112,-1.027,0.519,0.505,-0.011,-0.136,-1.88,-1.41,-1.673,0.734,-0.446,-1.234,2.308,-2.005,0.078
485943,Hs.398157,1.32,-0.459,-2.296,0.981,0.312,-2.724,-2.486,0.371,0.537,-0.302,0.481,0.204,-0.591,0.535,-3.938,-2.251,-1.418,-2.239,-1.611,-1.636,-2.758,-3.738,-1.975,-0.965,-4.105,-2.083,-4.476,0.507,-2.656,-1.939,-2.421,-2.719,-1.802,-1.896,-1.216,-0.068,-0.055,1.73,-1.889,-1.048,-1.14,-1.818,0.32,-0.479,-1.096,0.717,-0.218,-0.332,1.78,0.957,-0.708,-2.552,0.674,1.428,1.813,1.369,0.998,1.681,1.805,1.611
485804,Hs.327631,-0.712,-1.515,0.459,-1.232,-1.035,-0.379,0.146,0.123,-1.232,-0.683,-0.438,-1.451,-1.355,-1.17,-0.754,-0.337,-0.083,-0.389,0.073,-0.065,-0.609,-0.915,0.997,1.073,-1.365,0.504,-2.918,-0.749,0.036,-0.802,-1.636,-0.666,0.323,-0.303,-0.198,-0.736,-0.269,0.326,-1.045,-0.636,-0.173,-0.608,-2.825,-0.876,-0.32,-0.265,1.198,-0.51,-1.105,-0.673,-0.727,0.833,-0.872,-0.345,-1.188,-0.683,-0.674,-0.749,-1.164,-1.322
